Tweets,Sentiment,Word_count,Stop_word_count,Char_count,Punctuation_count,Mention_count,Hashtag_count,Avrg_word_len
thecrookedtoe poynt does look good its not for the uk though,0,11,4,67,6,1,0,5.090909090909091
nettabrielle and when you find that bf i hope he has a brothercousin or friend just as dope for me of course lol,1,23,13,115,2,1,0,4.0
livelaiqared i hate the fact that im not currently in that region,0,13,5,77,2,1,0,4.923076923076923
yam woooo i will do,1,5,3,25,1,1,0,4.0
i am trying to figure out mslandrnet twitter mobile does not work on my phone bummer,0,16,7,92,7,0,0,4.75
bfoxb do your worst,1,4,2,23,1,1,0,4.75
me too lol but my friends are all out having fun lol there is nobody to talk to,0,18,7,85,3,0,0,3.611111111111111
i feel icky today sore throat etc,0,7,0,37,3,0,0,4.285714285714286
mandyyjirouxx yayyayyayyayyayayayayaayyyyy hey beautiful,1,4,0,60,3,1,0,14.0
is disapointed with the of her cake,0,9,5,53,0,0,0,4.888888888888889
loving these hoes im im surfin kim is not clean like my detergent rotflmfao kyoungblood,1,16,3,105,8,1,0,5.5625
joeypage hahha your dad sounds awesome mines,0,8,0,54,4,1,0,5.75
alexluker ps i miss chatting to your sexy manly self,1,10,2,56,3,1,0,4.6
gwentundermann corinnahoffman missed you two lenara today work is taking its toll i will definitely be there next time,0,20,7,130,7,2,0,5.5
windows vista sp internet access with fix ip address still wont work dhcp works flawless vista,0,16,2,100,4,0,1,5.25
is soooooooooooooo excited to be a god aunt,1,8,4,47,3,0,0,4.875
listening to the rain while grilling out tonight and its smelling good,1,13,5,74,2,0,0,4.6923076923076925
cherylelapitan heyy im feeling much better still super swollen,0,9,2,66,3,1,0,6.333333333333333
hananahbanana i thought it was alriteill b at tennis nite but got geography first so mite b a bit tired hrs of sitting still haha,0,25,10,136,4,1,0,4.44
deanlk thats what i said about my stanton atm which sadly are in a cupboard due to no room to set up,0,25,12,128,4,1,0,4.12
at the mall with httptweetsg,1,7,2,42,5,0,0,5.0
mrbuchanantoyou no i just lost too,0,6,1,40,5,1,0,5.666666666666667
fightycat havent seen it i think theres a body shop in a mall near me will check it out next tim,1,21,6,103,6,1,0,3.9047619047619047
hawaiigirl aw thank you sorry im a lil late on that one for some reason i cant get your replies sad,0,22,8,109,6,2,0,3.9545454545454546
sunkistcami sorry to eavesdrop but we have tons of cool stuff for engineers aerospace included httpgiftsforengineerscom,1,16,6,129,9,1,0,7.0625
ebassman really wish i could be there with you seeing you in atlanta was awesome is on babe haha,0,20,11,110,3,1,0,4.5
tialuvsday omg yu def done it fool ahaha next time yo,1,12,3,66,3,1,0,4.5
just got asked to go to my friends house means i have to get soaked walking to hers cant wait to get a car,0,24,12,111,4,0,0,3.625
oh the vocabulary word for today is obedient a sensual service should always to be obedient right master,1,20,6,128,4,0,0,5.35
trevorbboy dude i was being weird and im sry idk why but u make me and feel good inside,1,20,8,97,1,1,0,3.85
back in work after a few days offcalculating how many days left until i can retiredang itits a biggie,0,19,9,109,7,0,0,4.7368421052631575
what a bummer i have oreos but no milk what did i do to deserve such,0,17,8,83,2,0,0,3.823529411764706
itsjayyadigg lookin for dooo,1,7,1,55,2,1,0,6.857142857142857
nappyfro youre crazy jerry ive been showin love you just dont notice when mini muffin tweets anymore,0,17,3,110,9,1,0,5.470588235294118
theellenshow just remember all the scary movies wgarbage disposals before the,1,13,5,99,3,1,0,6.538461538461538
him sure thing working on it with the of the website,1,12,6,64,4,1,0,4.333333333333333
majordodson this is wide open but beautiful even tho i didnt understand a lot of it lol i will reread with a fresh head,1,25,9,138,6,1,0,4.52
this wrh had a severe case of the quotwhile youre heresquot that gets kinda annoying after the sixth or seventh one in one stop,0,25,11,143,7,0,1,4.68
at work and loving it today is going to be awesome i can tell,1,14,5,66,4,0,0,3.7142857142857144
chicchick good call,1,4,1,32,1,1,0,7.0
too nice a day to be up at work need to an escape plan,0,19,7,89,1,0,0,3.6842105263157894
re congrats bella misses you,0,5,1,36,4,1,0,6.2
is upset petco doesnt sell fish bowls that fit over your head,0,12,4,62,0,0,0,4.166666666666667
colingrady subversion i wish we were using cvs,0,8,3,51,4,1,0,5.375
officialmomsen it actually sounds really on here,0,8,3,61,3,1,0,6.625
tunnelman well good morning then,1,5,1,35,2,1,0,6.0
calebftsk please dont shave your head,0,6,2,42,3,1,0,5.833333333333333
joltonline thanks will report anything i find from this fine day of gaming,1,14,5,79,2,1,0,4.571428571428571
im on my way home what do u know about sat ot,1,12,4,49,3,0,0,3.0833333333333335
carolcarter brianssexmonkey awww thanks i feel so special blushes ktbspa,1,11,1,84,6,2,1,6.636363636363637
moobert hahahamake a ws mix,1,5,1,37,7,1,0,6.4
studing finals wish me luck see you then,1,9,2,47,3,0,0,4.111111111111111
oceans isnt nearly as entertaining as i thought just makin me miss having someone around,0,16,6,98,2,0,0,5.125
even though this sweet chilli cheese has a real kick to it its surprisingly moreish shame no port,0,18,7,100,2,0,0,4.555555555555555
silksmom click on the name and you can see the profile i had two followersone was cable the other was cell phones all spam,0,26,15,133,7,1,0,4.076923076923077
sarahmarina im sorry damn all that donnie loving got you exhausted check with dr asap,0,15,4,93,7,1,0,5.2
why did the weather channel tell me it was going to be sunny i am walking in the rain hearing thunder and seeing lightening,0,24,11,126,2,0,0,4.25
im just about to set off for york,1,8,5,35,1,0,0,3.375
suntan lotion gives me a beard of spots strong make me break out stupid sun i hate you,0,19,7,102,4,0,0,4.368421052631579
robsteadman i dont think the bbc should be paying anything towards it,0,12,7,71,1,1,0,4.916666666666667
good day goodday gooddayu today its a new daythe lord is my shepherdi shall not lack is this u yes justagreematt,1,22,1,138,17,0,0,5.2727272727272725
fashion girllll love story im not even going anymore too many indecisive people cant function like that,0,17,5,109,2,1,0,5.411764705882353
sitting with friends in an italian love it httpbitlyfdlkz httptwitpiccomuzv,1,11,4,102,11,0,0,8.090909090909092
mikegayle i know and now it seems the summer is already over,0,12,7,66,5,1,0,4.5
rachaface year that i lost my grandfather,0,7,3,43,1,1,0,5.142857142857143
mishkalamushka yum wish someone would make me homemade,0,9,4,65,2,1,0,6.222222222222222
tommcfly tom not worry about chile concert fans were more than happy anyway im from chile,1,16,6,94,3,1,0,4.875
this is a status update to twitter from ice timestamp mon jun cest,1,16,4,85,3,0,0,4.3125
is trying to find people she knows on twitterquite unsuccessfullyhow come nobody twitters,0,13,5,97,7,0,0,6.461538461538462
so excited for the new jb album,1,7,3,32,0,0,0,3.5714285714285716
neazmh bummer still i think the key is to find an instructor who can work with you as well as start working out in private at home,0,27,13,136,5,1,0,4.037037037037037
the only good thing about tonight was an oreo cookout shakeback to studying for my exam tomorrow,0,17,7,100,3,0,0,4.882352941176471
tweetygurl the twilight books are amazing are you enjoying so far hope so xx,1,14,4,81,2,1,0,4.785714285714286
bought another bloody rover must be mad httpmobypicturecomucbqp,1,9,2,75,9,0,0,7.333333333333333
should have learned something for english but didnt do it,0,10,7,61,3,0,0,5.1
headed to dc for the weekend and then off to nyc cant wait to see my bff,1,17,10,83,9,0,0,3.823529411764706
juicyjade you know you love it,1,6,2,33,2,1,0,4.5
bellarrr httptwitpiccompfsn awwwwh steals,1,5,0,52,8,1,0,9.4
are you on myspace add me httpwwwmyspacecomcrochetinghands i love new friendships,1,11,2,91,9,0,0,7.2727272727272725
whoopsy daisy not good httptwitpiccomtsrs,0,5,0,51,8,0,0,9.2
pinchejuan ill accept you,1,4,1,29,2,1,0,6.25
i got laughed at for requesting july off work to see harry potter hbp i lt harry potter this is going is be the best one yet,0,29,12,140,7,0,0,3.8275862068965516
therell sorry late tweet my phones been messing upgood day to you too love,1,15,5,82,6,1,0,4.466666666666667
johnnnaa yeah real soon,1,4,0,27,3,1,0,5.75
lalalara u right about the stankface i second that fo sho,0,11,3,64,4,1,0,4.818181818181818
paying bills and doing houseworkand eating cake,1,7,2,53,5,0,0,6.571428571428571
home alone cyndi took bella to a bday party and i have nothing to do anyone wanna hang out,0,19,6,94,3,0,0,3.9473684210526314
im sick with a bad cold or some sort of bronchitis,0,11,5,52,1,0,0,3.727272727272727
how sad britney remembers the late httpbitlyusv,0,9,1,66,5,0,0,6.333333333333333
really wishin i was in cali for taco shop is san diego yum and for the jayzeminem show is la sighh,0,23,8,114,11,0,0,3.9565217391304346
hothotpotato i cant drive haha i cant see it happening to be honest,0,13,4,73,5,1,0,4.615384615384615
i feel like all ive done today is cookclean i miss my baby even though hes been w me all day im so tired are put away,0,29,12,141,11,0,0,3.8620689655172415
mcawilliams the worldwide is the same date as the wedding im photographing,0,14,6,96,3,1,0,5.857142857142857
lisuhh hoee me ive only got and thats quit,1,13,3,80,2,1,0,5.153846153846154
kaytee lol can be soo time consuming to fangirl dont have that luxury anymore,0,15,5,91,4,1,0,5.066666666666666
goodnight world get ready to quotget it done todayquotsoon cant wait to share this with you,1,16,4,104,12,0,0,5.5
off to get some lunch,1,5,3,22,0,0,0,3.4
i hate not being able sleep i couldnt sleep until am,0,12,5,57,1,0,0,3.75
tonight its arj barker im getting used to going out every other night what will i do when micf ends jazz festival,1,22,8,124,10,0,1,4.636363636363637
martinfaux he certainly gives good interview,1,6,0,46,1,1,0,6.666666666666667
doing my assignmentgeez,0,3,2,28,3,0,0,8.0
nobody ever replys to my tweets i guess i must be,1,13,8,66,2,0,0,4.076923076923077
skeliy yes i know shame on me,0,7,3,34,1,1,0,3.4285714285714284
packing is the worst,0,4,2,24,3,0,0,5.0
days til my hols cant wait,1,7,0,33,2,0,0,3.5714285714285716
to free hugsermou k isio,1,7,1,50,4,0,0,6.142857142857143
my toes are cold,0,4,2,18,1,0,0,3.5
sisterdiane what a fantastic weekend thanks for taking time to hang and chat with me stay gold,1,17,5,101,6,1,0,4.9411764705882355
trying to change for bad habit of my studentsthat is coming late and absence without notice,0,20,6,154,10,0,0,6.65
ginology you dont have to do that that is so sweet not sure how i would autograph it you could send it to me,1,25,13,129,7,1,0,4.16
supercopygurl lol heavy night i wish no woke up with full on flu supergrumpy but getting meds today so i can kill it quick,0,25,8,129,5,1,0,4.16
rustyrockets ets are in his magic glowing finger,1,9,3,60,2,1,0,5.666666666666667
daijamae hiya hun been great ta as been off on leave all week not looking forward to going back to work tomorrow hows you,0,25,9,129,6,1,0,4.16
marquis much love coming your way,0,6,1,38,2,1,0,5.333333333333333
nadavs cant wait to do some of those things,1,9,5,45,1,1,0,4.0
rdroyce god for good teaching praying for protectionhealth in heatdust helps to use a over mouthface on the bikes,1,22,8,138,7,1,0,5.2727272727272725
is going to philadelphia tomorrow airport at am,0,9,2,54,2,0,0,5.0
relaxing today out with rachel later,1,6,2,38,1,0,0,5.333333333333333
durf lolol sad but true not really my style though ill just about it or use under fusion,1,20,9,112,7,1,0,4.6
austrolatrish what door,0,3,1,26,2,1,0,7.666666666666667
ill go skate boarding down my house butim sad one person isnt with me now s,0,16,3,88,9,0,0,4.375
waiting for to open so i can get pics for my us student visa im gonna be late hate this visa thing sucks,0,24,9,114,3,0,0,3.75
everyone who helped me out wit the contest last retweet that ish,1,13,0,70,0,0,0,4.384615384615385
sassyminidolls thank you we do love our critters eh and here i was prepared for the worst i shipped you package yesterday,1,25,8,135,8,1,0,4.32
i think i pulled a muscle in my ankle great more ice,0,12,4,54,1,0,0,3.5
im the only one wearing pants today,1,7,3,38,2,0,0,4.428571428571429
think my puter has a virus,0,6,3,27,0,0,0,3.5
with my bff,1,3,2,13,1,0,0,3.3333333333333335
kywyn i miss him too i can no longer look at popcorn the same,0,14,5,72,6,1,0,4.142857142857143
cash,0,2,0,13,1,0,0,5.5
could do with food and sean dont seem like eating soon fail,0,13,4,71,3,0,0,4.461538461538462
rebeccashearing you are welcome my dear,1,7,2,43,2,1,0,5.142857142857143
if i am nice to people will they be nice back or will i get a slap in the face stress in the air bad,0,26,16,119,5,0,0,3.576923076923077
jtrueblood lma is like fa the classes dont seem to to anything at mizzu damn private schl,0,21,6,134,10,1,0,5.380952380952381
am i following real leona lewis check it out me,1,11,3,53,3,0,0,3.8181818181818183
knitpurlgurl would you be shocked to learn that isnt true oscarmayer bluebox,1,12,4,80,3,1,2,5.666666666666667
time to get ready for bed got to get up and go to work tomorrow,0,15,9,67,2,0,0,3.4
dniceseoul lol cause i know you bestfriend i know you,1,10,3,57,3,1,0,4.7
pipinghot what is it with dentistorthodontists and teeth this week,1,10,5,72,4,1,0,6.1
alone can bring lasting peace peace with god peace among men and nations and peace within our hearts billy graham,1,24,8,128,4,0,0,4.333333333333333
wuvie i wish that your drive could have been better but how was the cookoff sorry i couldnt make it,0,20,12,107,5,1,0,4.25
danluvisiart thats alot considering that you always your work like there is no tomorrow,1,16,7,103,3,1,0,5.4375
dalerankine well so i can take a vacation,1,9,4,48,5,1,0,4.333333333333333
jojofeat awwwww the video,1,4,1,28,2,1,0,6.0
bimbler well at least its not beautiful sunshine and stuck in traffic,0,12,7,71,1,1,0,4.916666666666667
tdangkhoa h but im jobless now,0,8,2,49,8,1,0,5.0
super awesome ikea trip but didnt have time to get the hammock,0,12,4,65,2,0,0,4.416666666666667
joeymcintyre sexy pic keep em coming,1,6,1,42,4,1,0,5.833333333333333
couture did you get to watch it i missed it,0,10,4,50,2,1,0,4.0
is bored outta my mind my psp charger broke cant charge and play,0,13,4,79,14,0,0,5.076923076923077
still i hate,0,5,2,31,1,0,0,5.2
dearjannellynn why dont you think you can go,0,8,3,48,3,1,0,5.0
jessbfoo why by yourselfs pick me ups i has no wheels,0,11,4,58,4,1,0,4.2727272727272725
scotradcliffe will do,1,3,1,23,1,1,0,6.666666666666667
oh no epic fail on with horseradish dumplings they were like little white in an otherwise respectable,0,21,6,136,2,0,0,5.380952380952381
athugspassion get followers a day using wwwtweeteraddercom once you add everyone you are on the train or pay vip,1,20,9,120,3,1,0,5.0
i cant sleep between my son having nightmares poor baby and my allergies kickin my buttocks iyep you guessed itcant sleep,0,21,5,138,16,0,0,5.571428571428571
thefreezepop its really windy and rainy and shit here but i have to get out of this room i kinda need to get out of the uni too,0,28,16,132,4,1,0,3.7142857142857144
having cup of tea weather not to good,0,8,3,38,0,0,0,3.75
just got home had to pay for my own ticket bleh ah well more disappointed about not getting anything from my parents,0,22,10,123,6,0,0,4.590909090909091
